4.949102E+15	1.886161E+0	3.753915E+3	1.656682E-3	2.030877E+1
4.948954E+15	1.886133E+0	3.753710E+3	1.656722E-3	2.033180E+1
4.985734E+15	1.886098E+0	3.781490E+3	1.656774E-3	2.031558E+1
4.981246E+15	1.886123E+0	3.778170E+3	1.656737E-3	2.030228E+1
4.962753E+15	1.886121E+0	3.764136E+3	1.656740E-3	2.031007E+1
4.948816E+15	1.886107E+0	3.753519E+3	1.656761E-3	2.030585E+1
4.921107E+15	1.886110E+0	3.732513E+3	1.656756E-3	2.030034E+1
4.907544E+15	1.886167E+0	3.722413E+3	1.656673E-3	2.026497E+1
4.920955E+15	1.886081E+0	3.732301E+3	1.656799E-3	2.033667E+1
4.925839E+15	1.886131E+0	3.736171E+3	1.656725E-3	2.036879E+1
4.916145E+15	1.886046E+0	3.728535E+3	1.656851E-3	2.037138E+1
4.897668E+15	1.886047E+0	3.714525E+3	1.656850E-3	2.033667E+1
4.879468E+15	1.886100E+0	3.700898E+3	1.656771E-3	2.029579E+1
4.879171E+15	1.886044E+0	3.700486E+3	1.656854E-3	2.036003E+1
4.879374E+15	1.886082E+0	3.700768E+3	1.656797E-3	2.028541E+1
4.888872E+15	1.886131E+0	3.708132E+3	1.656725E-3	2.029417E+1
4.906983E+15	1.886061E+0	3.721635E+3	1.656829E-3	2.033505E+1
4.892870E+15	1.886013E+0	3.710774E+3	1.656899E-3	2.035192E+1
4.920744E+15	1.886042E+0	3.732010E+3	1.656857E-3	2.032272E+1
4.935081E+15	1.886131E+0	3.743180E+3	1.656725E-3	2.040966E+1
4.930154E+15	1.886074E+0	3.739252E+3	1.656810E-3	2.048850E+1
4.930201E+15	1.886082E+0	3.739318E+3	1.656797E-3	2.049304E+1
4.939479E+15	1.886089E+0	3.746378E+3	1.656787E-3	2.045800E+1
4.921223E+15	1.886132E+0	3.732673E+3	1.656724E-3	2.055598E+1
4.907093E+15	1.886081E+0	3.721788E+3	1.656799E-3	2.055922E+1
4.911461E+15	1.886034E+0	3.724943E+3	1.656869E-3	2.056149E+1
4.916266E+15	1.886069E+0	3.728702E+3	1.656818E-3	2.061178E+1
4.925465E+15	1.886061E+0	3.735653E+3	1.656829E-3	2.060399E+1
4.920776E+15	1.886048E+0	3.732054E+3	1.656848E-3	2.072143E+1
4.902189E+15	1.886028E+0	3.717891E+3	1.656878E-3	2.080545E+1
4.888370E+15	1.886036E+0	3.707437E+3	1.656866E-3	2.089305E+1
4.883781E+15	1.886042E+0	3.703976E+3	1.656857E-3	2.102541E+1
4.893236E+15	1.886082E+0	3.711282E+3	1.656797E-3	2.103806E+1
4.916339E+15	1.886082E+0	3.728804E+3	1.656797E-3	2.117821E+1
4.907009E+15	1.886066E+0	3.721672E+3	1.656822E-3	2.123596E+1
4.897899E+15	1.886090E+0	3.714844E+3	1.656785E-3	2.127618E+1
4.884549E+15	1.886188E+0	3.705039E+3	1.656642E-3	2.140335E+1
4.865601E+15	1.886099E+0	3.690377E+3	1.656772E-3	2.171415E+1
4.865736E+15	1.886125E+0	3.690564E+3	1.656734E-3	2.168592E+1
4.874910E+15	1.886112E+0	3.697480E+3	1.656753E-3	2.183094E+1
4.879923E+15	1.886187E+0	3.701527E+3	1.656644E-3	2.187376E+1
4.879390E+15	1.886085E+0	3.700790E+3	1.656793E-3	2.221959E+1
4.879562E+15	1.886118E+0	3.701028E+3	1.656744E-3	2.250864E+1
4.870091E+15	1.886075E+0	3.693701E+3	1.656809E-3	2.285447E+1
4.865372E+15	1.886056E+0	3.690060E+3	1.656837E-3	2.306989E+1
4.865632E+15	1.886105E+0	3.690420E+3	1.656763E-3	2.324864E+1
4.860965E+15	1.886096E+0	3.686851E+3	1.656777E-3	2.350169E+1
4.860897E+15	1.886083E+0	3.686757E+3	1.656796E-3	2.370088E+1
4.860621E+15	1.886031E+0	3.686376E+3	1.656873E-3	2.395165E+1
4.851853E+15	1.886121E+0	3.680021E+3	1.656740E-3	2.412035E+1
4.851703E+15	1.886092E+0	3.679813E+3	1.656782E-3	2.427542E+1
