1.650956E+10	2.487313E+0	6.395339E-4	3.243911E-2
6.599946E+10	2.486720E+0	2.555437E-3	3.245430E-2
1.170800E+11	2.500458E+0	4.582603E-3	3.210462E-2
1.179138E+11	2.507641E+0	4.641400E-3	3.192366E-2
9.842694E+10	2.480871E+0	3.793428E-3	3.260462E-2
8.171727E+10	2.477113E+0	3.140082E-3	3.270167E-2
8.128784E+10	2.471805E+0	3.110483E-3	3.283937E-2
8.116745E+10	2.470312E+0	3.102207E-3	3.287821E-2
7.708990E+10	2.418635E+0	2.827567E-3	3.425954E-2
6.697099E+10	2.279630E+0	2.194297E-3	3.835203E-2
3.579162E+10	2.167440E+0	1.068149E-3	4.210626E-2
6.798082E+10	2.117951E+0	1.945614E-3	4.390629E-2
8.157410E+10	2.144875E+0	2.388555E-3	4.291549E-2
7.589384E+10	2.076003E+0	2.095693E-3	4.550677E-2
6.630959E+10	1.948806E+0	1.639699E-3	5.081704E-2
6.671885E+10	1.830491E+0	1.485224E-3	5.644868E-2
1.092597E+11	1.769394E+0	2.301632E-3	5.965146E-2
1.797351E+11	1.770605E+0	3.790416E-3	5.958586E-2
2.067889E+11	1.786785E+0	4.425404E-3	5.871802E-2
2.088460E+11	1.795889E+0	4.506389E-3	5.823640E-2
2.040451E+11	1.774512E+0	4.318374E-3	5.937492E-2
2.016158E+11	1.763518E+0	4.224559E-3	5.997085E-2
2.023455E+11	1.766833E+0	4.252645E-3	5.979040E-2
2.025973E+11	1.767974E+0	4.262357E-3	5.972842E-2
1.956813E+11	1.736137E+0	3.999146E-3	6.148640E-2
1.899944E+11	1.709167E+0	3.788177E-3	6.302423E-2
1.879250E+11	1.699166E+0	3.712640E-3	6.360611E-2
1.779866E+11	1.649648E+0	3.359079E-3	6.658314E-2
1.709479E+11	1.612969E+0	3.117977E-3	6.889502E-2
1.909806E+11	1.583668E+0	3.389147E-3	7.081020E-2
2.087672E+11	1.577989E+0	3.685097E-3	7.118858E-2
2.282943E+11	1.580169E+0	4.038039E-3	7.104304E-2
2.355653E+11	1.583755E+0	4.180690E-3	7.080442E-2
2.386894E+11	1.595707E+0	4.283848E-3	7.001583E-2
2.308807E+11	1.565543E+0	4.028046E-3	7.202617E-2
2.303949E+11	1.563635E+0	4.012357E-3	7.215565E-2
2.298877E+11	1.561637E+0	3.996004E-3	7.229143E-2
2.406465E+11	1.603117E+0	4.349020E-3	6.953206E-2
2.481595E+11	1.631042E+0	4.603155E-3	6.774423E-2
2.407255E+11	1.603416E+0	4.351662E-3	6.951268E-2
2.406208E+11	1.603020E+0	4.348162E-3	6.953836E-2
2.317006E+11	1.568756E+0	4.054584E-3	7.180884E-2
2.280709E+11	1.554448E+0	3.937668E-3	7.278264E-2
2.344291E+11	1.555199E+0	4.050306E-3	7.273118E-2
2.509190E+11	1.547943E+0	4.305651E-3	7.323046E-2
2.436815E+11	1.543799E+0	4.165136E-3	7.351745E-2
2.463772E+11	1.553765E+0	4.250990E-3	7.282953E-2
2.573697E+11	1.570944E+0	4.513046E-3	7.166130E-2
2.608619E+11	1.583164E+0	4.627079E-3	7.084365E-2
2.597041E+11	1.579130E+0	4.589137E-3	7.111233E-2
2.707957E+11	1.617084E+0	4.958138E-3	6.863099E-2
2.686593E+11	1.609891E+0	4.886107E-3	6.909332E-2
2.662420E+11	1.601686E+0	4.805151E-3	6.962522E-2
2.655100E+11	1.599187E+0	4.780752E-3	6.978815E-2
2.558301E+11	1.565506E+0	4.463165E-3	7.202873E-2
2.570120E+11	1.547848E+0	4.409809E-3	7.323702E-2
2.585161E+11	1.531824E+0	4.368973E-3	7.435417E-2
2.842084E+11	1.518018E+0	4.740789E-3	7.533265E-2
2.808487E+11	1.526311E+0	4.721701E-3	7.474309E-2
2.748352E+11	1.526186E+0	4.620052E-3	7.475195E-2
2.766579E+11	1.532170E+0	4.677105E-3	7.432981E-2
2.725159E+11	1.538413E+0	4.634351E-3	7.389244E-2
2.712316E+11	1.534135E+0	4.593899E-3	7.419181E-2
2.685847E+11	1.525256E+0	4.511008E-3	7.481776E-2
2.677777E+11	1.522533E+0	4.485867E-3	7.501102E-2
2.708325E+11	1.532802E+0	4.581358E-3	7.428542E-2
2.775373E+11	1.535044E+0	4.704739E-3	7.412811E-2
2.791440E+11	1.520800E+0	4.668606E-3	7.513428E-2
2.746035E+11	1.525422E+0	4.612823E-3	7.480600E-2
2.787823E+11	1.539096E+0	4.743979E-3	7.384472E-2
2.758032E+11	1.529369E+0	4.650314E-3	7.452708E-2
2.748651E+11	1.526284E+0	4.620985E-3	7.474499E-2
2.745303E+11	1.505716E+0	4.526210E-3	7.621714E-2
2.805708E+11	1.487703E+0	4.547223E-3	7.753420E-2
