-1.716235E+14	2.591285E+0	-2.336317E+2	9.230859E-4	1.986886E+1
2.297791E+15	2.591260E+0	3.127928E+3	9.231043E-4	1.986107E+1
2.517196E+15	2.591306E+0	3.426723E+3	9.230710E-4	1.986951E+1
2.460025E+15	2.591322E+0	3.348936E+3	9.230597E-4	1.985718E+1
2.469543E+15	2.591315E+0	3.361875E+3	9.230646E-4	1.986886E+1
2.526672E+15	2.591282E+0	3.439560E+3	9.230880E-4	1.987373E+1
2.555333E+15	2.591305E+0	3.478637E+3	9.230717E-4	1.988995E+1
2.526846E+15	2.591353E+0	3.439983E+3	9.230377E-4	1.989417E+1
2.517337E+15	2.591364E+0	3.427068E+3	9.230299E-4	1.989579E+1
2.507591E+15	2.591277E+0	3.413571E+3	9.230916E-4	1.992563E+1
2.498146E+15	2.591314E+0	3.400810E+3	9.230654E-4	1.993050E+1
2.479162E+15	2.591350E+0	3.375061E+3	9.230398E-4	1.995743E+1
2.193126E+15	2.591360E+0	2.985682E+3	9.230328E-4	1.994477E+1
2.278951E+15	2.591363E+0	3.102530E+3	9.230306E-4	1.996489E+1
2.278922E+15	2.591350E+0	3.102460E+3	9.230398E-4	1.998890E+1
2.250216E+15	2.591304E+0	3.063272E+3	9.230724E-4	2.001485E+1
2.221524E+15	2.591264E+0	3.024117E+3	9.231015E-4	2.004178E+1
2.221591E+15	2.591294E+0	3.024280E+3	9.230795E-4	2.006319E+1
2.269255E+15	2.591290E+0	3.089157E+3	9.230824E-4	2.011834E+1
2.278783E+15	2.591287E+0	3.102120E+3	9.230845E-4	2.016538E+1
2.269211E+15	2.591271E+0	3.089050E+3	9.230965E-4	2.019458E+1
2.259633E+15	2.591251E+0	3.075964E+3	9.231107E-4	2.024454E+1
2.259541E+15	2.591209E+0	3.075740E+3	9.231405E-4	2.026238E+1
2.278640E+15	2.591223E+0	3.101771E+3	9.231305E-4	2.026984E+1
2.307229E+15	2.591217E+0	3.140672E+3	9.231348E-4	2.030358E+1
2.288057E+15	2.591170E+0	3.114462E+3	9.231681E-4	2.030942E+1
2.307256E+15	2.591229E+0	3.140738E+3	9.231263E-4	2.036944E+1
2.364506E+15	2.591249E+0	3.218719E+3	9.231121E-4	2.042329E+1
2.364538E+15	2.591263E+0	3.218797E+3	9.231022E-4	2.042621E+1
2.412161E+15	2.591242E+0	3.283573E+3	9.231171E-4	2.047357E+1
2.469450E+15	2.591276E+0	3.361648E+3	9.230923E-4	2.050894E+1
2.478923E+15	2.591251E+0	3.374475E+3	9.231107E-4	2.057577E+1
2.478903E+15	2.591243E+0	3.374428E+3	9.231164E-4	2.062767E+1
2.488252E+15	2.591166E+0	3.386954E+3	9.231709E-4	2.066206E+1
2.478608E+15	2.591120E+0	3.373708E+3	9.232035E-4	2.067666E+1
2.469254E+15	2.591195E+0	3.361170E+3	9.231504E-4	2.071494E+1
2.431145E+15	2.591206E+0	3.309323E+3	9.231426E-4	2.077593E+1
2.354856E+15	2.591198E+0	3.205457E+3	9.231483E-4	2.082719E+1
2.373951E+15	2.591210E+0	3.231479E+3	9.231398E-4	2.084795E+1
2.383605E+15	2.591262E+0	3.244749E+3	9.231029E-4	2.097123E+1
2.354917E+15	2.591225E+0	3.205607E+3	9.231291E-4	2.106401E+1
2.345272E+15	2.591176E+0	3.192357E+3	9.231639E-4	2.113117E+1
