155418199920757.031	13.939
122477794559030.594	13.940
117785496973544.344	13.941
117748248406995.062	13.939
117764915333589.797	13.940
117800577063120.859	13.941
117726399615351.594	13.939
117794086722009.406	13.941
117799972559367.672	13.941
117804172315374.906	13.941
117749297999016.219	13.939
117644120416046.797	13.936
117820654297614.953	13.942
117675272052917.859	13.937
117733364199974.844	13.939
117785846938588.828	13.941
117736767091238.391	13.939
117781933979809.125	13.941
117755150344178.328	13.940
122480705782999.047	13.940
122414091846240.344	13.938
122445013990842.672	13.939
122441144272166.125	13.939
122493376760103.062	13.941
122476934453833.344	13.940
122521666703599.781	13.941
122435323328997.625	13.939
122515081821807.922	13.941
127192876348764.391	13.940
150579266639877.562	13.936
127130945843244.687	13.938
122392135742883.109	13.937
122494898660311.594	13.941
122394516399035.922	13.938
131847833319070.922	13.939
136601176784221.672	13.940
127161753681359.594	13.939
117761066505959.578	13.940
117775889754475.562	13.940
117751778861210.453	13.940
122515677428256.672	13.941
127130190308711.781	13.938
127115423841046.141	13.938
127209882844991.516	13.941
127176764669095.875	13.940
127105431453310.547	13.938
127119647620854.172	13.938
127147430943366.484	13.939
127154162828182.516	13.939
126997201361779.594	13.935
126863254295194.469	13.931
127091353850153.734	13.937
126919907248644.234	13.932
122336994054378.766	13.936
122279954663028.859	13.934
122299747637404.734	13.935
122376001238414.078	13.937
122443492562169.391	13.939
122458442980096.609	13.939
122435091821061.859	13.939
122395343009575.875	13.938
122302292144959.922	13.935
122427518285898.312	13.939
122413661970260.250	13.938
122313759479255.641	13.935
122304539280196.969	13.935
122419449074773.844	13.938
122364165869424.781	13.937
122321294654083.828	13.935
122460593051937.312	13.940
122558401355668.312	13.942
122448883815274.141	13.939
122414058791232.297	13.938
122044144777683.406	13.927
122190668419632.812	13.931
122062919066205.047	13.928
122066911763983.609	13.928
122041934229023.281	13.927
126707522615834.844	13.926
131443739492656.000	13.927
131362563982346.094	13.925
131372509067331.062	13.925
131498078896144.141	13.929
131453227229161.734	13.928
130371764569843.125	13.897
129985742571143.547	13.886
129626354735763.234	13.876
129237892447885.594	13.865
128319490040748.359	13.839
128076407266663.391	13.832
127559353909405.984	13.817
126705115811441.875	13.793
126525546941532.484	13.788
126396464460088.922	13.784
126262241212892.578	13.780
126412956636281.531	13.785
125439292358641.078	13.756
