1.550420E+15	3.069221E+0	3.001411E+3	6.491139E-4	2.069158E+1
1.803791E+15	3.069182E+0	3.491810E+3	6.491315E-4	2.069612E+1
1.818726E+15	3.069199E+0	3.520763E+3	6.491238E-4	2.072240E+1
1.788912E+15	3.069200E+0	3.463051E+3	6.491234E-4	2.078047E+1
1.714359E+15	3.069190E+0	3.318704E+3	6.491279E-4	2.083108E+1
1.684531E+15	3.069181E+0	3.260941E+3	6.491320E-4	2.091511E+1
1.639806E+15	3.069179E+0	3.174357E+3	6.491329E-4	2.098713E+1
1.699456E+15	3.069193E+0	3.289862E+3	6.491266E-4	2.100789E+1
1.684504E+15	3.069163E+0	3.260848E+3	6.491401E-4	2.099751E+1
1.803632E+15	3.069083E+0	3.491260E+3	6.491764E-4	2.109938E+1
1.893159E+15	3.069137E+0	3.664695E+3	6.491519E-4	2.122265E+1
2.012411E+15	3.069136E+0	3.895536E+3	6.491524E-4	2.150360E+1
1.967663E+15	3.069120E+0	3.808871E+3	6.491596E-4	2.169533E+1
1.788823E+15	3.069144E+0	3.462742E+3	6.491488E-4	2.196135E+1
1.848569E+15	3.069216E+0	3.578577E+3	6.491161E-4	2.214140E+1
1.818659E+15	3.069158E+0	3.520533E+3	6.491424E-4	2.231270E+1
1.758964E+15	3.069115E+0	3.404873E+3	6.491619E-4	2.247069E+1
1.699280E+15	3.069077E+0	3.289255E+3	6.491791E-4	2.259072E+1
1.714287E+15	3.069143E+0	3.318456E+3	6.491492E-4	2.240807E+1
1.744059E+15	3.069116E+0	3.376024E+3	6.491615E-4	2.263062E+1
1.803598E+15	3.069063E+0	3.491143E+3	6.491859E-4	2.287751E+1
1.863312E+15	3.069117E+0	3.606868E+3	6.491610E-4	2.311044E+1
1.878239E+15	3.069129E+0	3.635793E+3	6.491556E-4	2.335278E+1
1.908011E+15	3.069105E+0	3.693363E+3	6.491664E-4	2.362237E+1
1.997419E+15	3.069088E+0	3.866385E+3	6.491741E-4	2.381572E+1
2.042265E+15	3.069158E+0	3.953386E+3	6.491424E-4	2.417388E+1
2.072063E+15	3.069149E+0	4.011042E+3	6.491465E-4	2.433446E+1
2.042076E+15	3.069055E+0	3.952732E+3	6.491896E-4	2.459822E+1
1.952669E+15	3.069070E+0	3.779716E+3	6.491823E-4	2.530642E+1
1.893142E+15	3.069127E+0	3.664637E+3	6.491565E-4	2.594649E+1
1.863277E+15	3.069096E+0	3.606748E+3	6.491705E-4	2.624139E+1
1.922980E+15	3.069141E+0	3.722430E+3	6.491501E-4	2.655478E+1
1.967705E+15	3.069144E+0	3.809017E+3	6.491488E-4	2.681463E+1
1.967695E+15	3.069138E+0	3.808980E+3	6.491515E-4	2.707092E+1
1.937803E+15	3.069093E+0	3.751000E+3	6.491719E-4	2.731034E+1
1.967702E+15	3.069142E+0	3.809005E+3	6.491497E-4	2.752186E+1
1.982575E+15	3.069123E+0	3.837745E+3	6.491583E-4	2.770354E+1
1.922901E+15	3.069095E+0	3.722158E+3	6.491710E-4	2.794977E+1
1.922928E+15	3.069111E+0	3.722253E+3	6.491637E-4	2.813339E+1
1.922890E+15	3.069089E+0	3.722123E+3	6.491737E-4	2.827516E+1
1.908010E+15	3.069104E+0	3.693357E+3	6.491669E-4	2.841823E+1
1.878055E+15	3.069020E+0	3.635157E+3	6.492054E-4	2.855254E+1
1.878127E+15	3.069063E+0	3.635405E+3	6.491859E-4	2.867257E+1
1.878108E+15	3.069052E+0	3.635342E+3	6.491909E-4	2.881110E+1
1.863156E+15	3.069024E+0	3.606329E+3	6.492036E-4	2.893665E+1
