5.000	8.502
10.000	5.033
15.000	4.004
20.100	3.426
25.100	3.036
30.100	2.748
35.000	2.534
40.100	2.344
45.000	2.189
49.900	2.061
54.900	1.943
60.900	1.823
65.000	1.748
70.000	1.661
75.000	1.588
80.000	1.509
85.000	1.442
90.000	1.388
96.700	1.308
100.000	1.272
106.100	1.208
110.400	1.169
116.200	1.110
120.500	1.077
125.600	1.030
132.300	0.972
135.400	0.954
141.500	0.912
145.600	0.884
150.600	0.848
155.900	0.808
160.000	0.784
165.100	0.748
171.300	0.713
175.200	0.692
180.800	0.659
187.700	0.623
198.000	0.567
200.200	0.554
205.600	0.527
210.000	0.500
215.200	0.477
220.400	0.447
225.200	0.425
229.700	0.404
235.100	0.378
240.000	0.353
246.200	0.321
250.200	0.302
255.500	0.277
260.100	0.259
265.500	0.227
270.200	0.213
275.000	0.189
280.500	0.163
286.800	0.135
290.000	0.117
