71	-202	0.16050
73	-200	0.16910
75	-198	0.17770
77	-196	0.18640
79	-194	0.19500
81	-192	0.20370
83	-190	0.21240
85	-188	0.22100
87	-186	0.22970
89	-184	0.23840
91	-182	0.24710
93	-180	0.25580
95	-178	0.26440
97	-176	0.27310
99	-174	0.28180
101	-172	0.29040
103	-170	0.29900
105	-168	0.30760
107	-166	0.31620
109	-164	0.32480
111	-162	0.33340
113	-160	0.34200
115	-158	0.35060
117	-156	0.35910
119	-154	0.36760
121	-152	0.37610
123	-150	0.38470
125	-148	0.39320
127	-146	0.40160
129	-144	0.41010
131	-142	0.41860
133	-140	0.42700
135	-138	0.43550
137	-136	0.44390
139	-134	0.45230
141	-132	0.46070
143	-130	0.46910
145	-128	0.47750
147	-126	0.48590
149	-124	0.49420
151	-122	0.50260
153	-120	0.51090
155	-118	0.51930
157	-116	0.52760
159	-114	0.53590
161	-112	0.54420
163	-110	0.55250
165	-108	0.56080
167	-106	0.56910
169	-104	0.57740
171	-102	0.58570
173	-100	0.59390
175	-98	0.60220
177	-96	0.61040
179	-94	0.61870
181	-92	0.62690
183	-90	0.63510
185	-88	0.64340
187	-86	0.65160
189	-84	0.65980
191	-82	0.66800
193	-80	0.67620
195	-78	0.68440
197	-76	0.69250
199	-74	0.70070
201	-72	0.70890
203	-70	0.71710
205	-68	0.72520
207	-66	0.73340
209	-64	0.74150
211	-62	0.74970
213	-60	0.75780
215	-58	0.76590
217	-56	0.77400
219	-54	0.78220
221	-52	0.79030
223	-50	0.79840
225	-48	0.80650
227	-46	0.81460
229	-44	0.82270
231	-42	0.83080
233	-40	0.83880
235	-38	0.84690
237	-36	0.85500
239	-34	0.86300
241	-32	0.87110
243	-30	0.87920
245	-28	0.88720
247	-26	0.89520
249	-24	0.90330
251	-22	0.91130
253	-20	0.91930
255	-18	0.92740
257	-16	0.93540
259	-14	0.94340
261	-12	0.95140
263	-10	0.95940
265	-8	0.96740
267	-6	0.97540
269	-4	0.98340
271	-2	0.99140
273	0	0.99940
275	2	1.0073
277	4	1.0153
279	6	1.0233
281	8	1.0312
283	10	1.0392
285	12	1.0471
287	14	1.0551
289	16	1.0630
291	18	1.0710
293	20	1.0789
295	22	1.0868
297	24	1.0947
299	26	1.1026
301	28	1.1106
303	30	1.1185
305	32	1.1263
307	34	1.1342
309	36	1.1421
311	38	1.1500
313	40	1.1579
315	42	1.1657
317	44	1.1736
319	46	1.1814
321	48	1.1893
323	50	1.1971
325	52	1.2050
327	54	1.2128
