2.395799E+11	1.166082E+0	2.839082E-3	1.060400E-1
2.396016E+11	1.166165E+0	2.839574E-3	1.060312E-1
2.396129E+11	1.166209E+0	2.839831E-3	1.060266E-1
2.396091E+11	1.166194E+0	2.839743E-3	1.060282E-1
2.539920E+11	1.167243E+0	3.013339E-3	1.059179E-1
2.429250E+11	1.125933E+0	2.766178E-3	1.103543E-1
2.213717E+11	1.092542E+0	2.438277E-3	1.140869E-1
2.121120E+11	1.052300E+0	2.244250E-3	1.187657E-1
2.055797E+11	1.022570E+0	2.111374E-3	1.223523E-1
2.102718E+11	9.893858E-1	2.088923E-3	1.264898E-1
2.186309E+11	9.748029E-1	2.140426E-3	1.283537E-1
2.471606E+11	9.514913E-1	2.363783E-3	1.313920E-1
2.647878E+11	9.337149E-1	2.487569E-3	1.337580E-1
2.863380E+11	9.319437E-1	2.685244E-3	1.339961E-1
3.083375E+11	9.318592E-1	2.891308E-3	1.340075E-1
3.084682E+11	9.322767E-1	2.893746E-3	1.339513E-1
3.083749E+11	9.319785E-1	2.892004E-3	1.339915E-1
3.092834E+11	9.348748E-1	2.908972E-3	1.336023E-1
3.049696E+11	9.210145E-1	2.828752E-3	1.354749E-1
3.018682E+11	9.108764E-1	2.771622E-3	1.368612E-1
2.955537E+11	8.897623E-1	2.656710E-3	1.397942E-1
2.906829E+11	8.730166E-1	2.569359E-3	1.421647E-1
2.855069E+11	8.547512E-1	2.477758E-3	1.447954E-1
2.917451E+11	8.409326E-1	2.497029E-3	1.468172E-1
2.869825E+11	8.239096E-1	2.414685E-3	1.493454E-1
3.118657E+11	8.079421E-1	2.582392E-3	1.517548E-1
3.288858E+11	8.000652E-1	2.701924E-3	1.529569E-1
3.453613E+11	7.913087E-1	2.812508E-3	1.543039E-1
3.519456E+11	7.822500E-1	2.840263E-3	1.557091E-1
3.568341E+11	7.684433E-1	2.840227E-3	1.578739E-1
3.528966E+11	7.564337E-1	2.775385E-3	1.597796E-1
3.519645E+11	7.535553E-1	2.760110E-3	1.602395E-1
3.519498E+11	7.535096E-1	2.759868E-3	1.602468E-1
3.704917E+11	7.535632E-1	2.905423E-3	1.602382E-1
3.707013E+11	7.541795E-1	2.908857E-3	1.601397E-1
3.657486E+11	7.394494E-1	2.828118E-3	1.625108E-1
3.505775E+11	7.205300E-1	2.660188E-3	1.656032E-1
3.460107E+11	7.057701E-1	2.587271E-3	1.680524E-1
3.680299E+11	6.916166E-1	2.713509E-3	1.704311E-1
3.698859E+11	6.701676E-1	2.669843E-3	1.740921E-1
3.627735E+11	6.471472E-1	2.559629E-3	1.780966E-1
3.644752E+11	6.248961E-1	2.515915E-3	1.820410E-1
3.938195E+11	6.130226E-1	2.686971E-3	1.841752E-1
4.136650E+11	5.985808E-1	2.782738E-3	1.867986E-1
4.264809E+11	5.883950E-1	2.840541E-3	1.886669E-1
4.402847E+11	5.816771E-1	2.913327E-3	1.899072E-1
4.464520E+11	5.763118E-1	2.938735E-3	1.909024E-1
4.608237E+11	5.718302E-1	3.020135E-3	1.917368E-1
4.766606E+11	5.716821E-1	3.123477E-3	1.917644E-1
4.845601E+11	5.715599E-1	3.174863E-3	1.917872E-1
4.845732E+11	5.715956E-1	3.175060E-3	1.917806E-1
4.846426E+11	5.717845E-1	3.176097E-3	1.917453E-1
4.836790E+11	5.691536E-1	3.161683E-3	1.922365E-1
4.721677E+11	5.364503E-1	2.990208E-3	1.984230E-1
4.198660E+11	5.168132E-1	2.609205E-3	2.022086E-1
4.389562E+11	5.042042E-1	2.695075E-3	2.046668E-1
4.839004E+11	5.027849E-1	2.966990E-3	2.049448E-1
5.057650E+11	5.003876E-1	3.093952E-3	2.054150E-1
5.198213E+11	4.974048E-1	3.170893E-3	2.060011E-1
5.243641E+11	4.888292E-1	3.172552E-3	2.076927E-1
5.134872E+11	4.787298E-1	3.077048E-3	2.096971E-1
4.955491E+11	4.690877E-1	2.942530E-3	2.116230E-1
4.915645E+11	4.560971E-1	2.883266E-3	2.142362E-1
4.783618E+11	4.356917E-1	2.752548E-3	2.183829E-1
4.681605E+11	4.247316E-1	2.666403E-3	2.206308E-1
5.184537E+11	4.243082E-1	2.951682E-3	2.207179E-1
5.616806E+11	4.243788E-1	3.197993E-3	2.207034E-1
5.688356E+11	4.242357E-1	3.238299E-3	2.207328E-1
5.685943E+11	4.234833E-1	3.234655E-3	2.208877E-1
5.488987E+11	4.059990E-1	3.072299E-3	2.245049E-1
5.203529E+11	4.058857E-1	2.912217E-3	2.245284E-1
5.149187E+11	3.856553E-1	2.828541E-3	2.287564E-1
5.085550E+11	3.597276E-1	2.728212E-3	2.342378E-1
4.894043E+11	3.353138E-1	2.568231E-3	2.394588E-1
4.781699E+11	3.120816E-1	2.457778E-3	2.444762E-1
4.877527E+11	2.876678E-1	2.453654E-3	2.497949E-1
4.976095E+11	2.619856E-1	2.447975E-3	2.554341E-1
4.962320E+11	2.507453E-1	2.417720E-3	2.579145E-1
5.157526E+11	2.456683E-1	2.501938E-3	2.590370E-1
5.558852E+11	2.452140E-1	2.695578E-3	2.591375E-1
5.757423E+11	2.433464E-1	2.787422E-3	2.595508E-1
5.755854E+11	2.420782E-1	2.783651E-3	2.598316E-1
5.755621E+11	2.418883E-1	2.783089E-3	2.598736E-1
5.822426E+11	2.417909E-1	2.815158E-3	2.598952E-1
5.956363E+11	2.418605E-1	2.880088E-3	2.598798E-1
5.944550E+11	2.319928E-1	2.850388E-3	2.620668E-1
4.797831E+11	2.184455E-1	2.274425E-3	2.650760E-1
