5.000	8.563
10.300	5.028
15.000	4.086
20.100	3.503
25.000	3.126
30.300	2.819
35.500	2.593
40.500	2.412
45.100	2.269
51.500	2.101
55.000	2.019
60.000	1.915
65.400	1.816
70.400	1.732
75.000	1.661
81.400	1.569
85.500	1.518
95.200	1.403
100.800	1.344
105.300	1.298
110.200	1.245
116.600	1.195
120.000	1.162
125.500	1.112
131.200	1.069
135.000	1.038
140.100	1.003
145.300	0.964
151.000	0.920
155.900	0.889
159.900	0.864
165.000	0.838
171.000	0.801
176.200	0.775
181.200	0.746
185.500	0.724
190.300	0.698
197.200	0.658
200.600	0.638
205.000	0.619
210.100	0.590
216.100	0.565
220.800	0.538
225.100	0.516
231.100	0.490
236.000	0.466
240.900	0.439
245.500	0.425
250.000	0.398
255.800	0.374
261.200	0.345
265.700	0.330
270.200	0.313
279.700	0.264
286.000	0.244
290.600	0.216
