0.033	2.870
0.036	2.869
0.031	2.869
0.026	2.877
0.031	2.887
0.031	2.887
0.031	2.954
0.026	2.953
0.034	3.142
0.037	3.141
0.037	3.141
0.037	3.140
0.037	3.140
0.043	3.141
0.043	3.140
0.039	3.136
0.039	3.124
0.039	3.122
0.039	3.122
0.036	3.119
0.035	3.106
0.035	3.084
0.035	3.085
0.035	3.079
0.034	3.072
0.034	3.060
0.034	3.054
0.034	3.050
0.034	3.049
0.033	3.029
0.033	3.021
0.032	3.004
0.032	2.996
0.032	2.993
0.032	2.978
0.032	2.975
0.033	2.940
0.038	2.931
0.038	2.926
0.037	2.906
0.036	2.885
0.036	2.871
0.036	2.871
0.035	2.855
0.033	2.852
0.033	2.844
0.032	2.832
0.032	2.823
0.029	2.812
0.029	2.806
0.029	2.797
0.029	2.789
0.028	2.775
0.028	2.764
0.028	2.752
0.029	2.738
0.029	2.722
0.028	2.700
0.028	2.672
0.027	2.651
0.023	2.628
0.024	2.603
0.027	2.582
0.027	2.561
0.026	2.548
0.026	2.529
0.025	2.502
0.024	2.468
0.024	2.460
0.022	2.415
0.021	2.408
0.022	2.422
0.022	2.423
0.022	2.420
0.024	2.406
0.027	2.398
0.025	2.386
0.028	2.379
0.029	2.374
0.029	2.369
0.029	2.369
0.028	2.364
0.026	2.363
0.026	2.355
0.026	2.345
0.024	2.333
0.021	2.318
0.021	2.316
0.025	2.311
0.026	2.301
0.024	2.294
0.023	2.279
0.021	2.271
0.021	2.262
0.021	2.253
0.022	2.241
0.022	2.234
0.021	2.215
0.021	2.206
0.021	2.195
0.022	2.176
0.021	2.157
0.020	2.120
0.020	2.120
0.020	2.119
0.020	2.120
0.020	2.121
0.020	2.108
0.020	2.090
0.020	2.077
0.020	2.077
0.020	2.075
0.020	2.071
0.026	2.054
0.025	2.044
0.025	2.031
0.021	2.019
0.018	2.019
0.019	2.013
0.019	2.011
0.019	2.009
0.019	1.999
0.019	1.997
0.019	1.990
0.019	1.986
0.019	1.982
0.019	1.979
0.018	1.969
0.018	1.967
0.018	1.966
0.019	1.964
0.019	1.961
0.019	1.952
0.019	1.939
0.019	1.924
0.019	1.911
0.019	1.894
0.018	1.879
0.018	1.868
0.019	1.842
0.022	1.839
0.021	1.851
0.021	1.856
0.021	1.836
0.021	1.816
0.020	1.804
0.020	1.800
0.020	1.782
0.020	1.772
0.019	1.760
0.020	1.753
0.020	1.744
0.020	1.727
0.020	1.708
0.019	1.669
0.018	1.617
0.018	1.566
0.019	1.552
0.020	1.539
0.021	1.531
0.021	1.523
0.022	1.520
0.022	1.508
0.022	1.497
0.021	1.497
0.021	1.497
0.021	1.472
0.021	1.466
0.021	1.490
0.022	1.489
0.022	1.491
0.022	1.489
0.022	1.480
0.022	1.482
0.021	1.440
0.021	1.438
0.021	1.461
0.021	1.447
0.021	1.448
0.021	1.440
0.021	1.427
0.021	1.421
0.022	1.419
0.023	1.413
0.023	1.408
0.022	1.397
0.022	1.380
0.022	1.377
0.022	1.377
0.023	1.369
0.022	1.357
0.022	1.342
0.022	1.337
0.022	1.332
0.022	1.319
0.022	1.305
0.022	1.302
0.022	1.290
0.024	1.278
0.026	1.260
0.025	1.256
0.024	1.250
0.024	1.230
-0.000	1.225
0.024	1.214
0.024	1.207
0.024	1.193
0.024	1.187
0.024	1.173
0.024	1.173
0.025	1.166
0.024	1.164
0.025	1.165
0.025	1.156
0.025	1.153
0.025	1.138
0.025	1.124
0.024	1.117
0.025	1.110
0.025	1.074
0.025	1.073
0.027	1.090
0.028	1.092
0.027	1.086
0.026	1.077
0.026	1.072
0.026	1.064
0.027	1.062
0.027	1.055
0.027	1.051
0.028	1.050
0.027	1.041
0.027	1.033
0.026	1.017
0.027	1.011
0.027	1.008
0.027	0.996
0.027	0.985
0.027	0.974
0.028	0.969
0.028	0.957
0.028	0.946
0.029	0.945
0.029	0.931
0.029	0.923
0.030	0.922
0.030	0.899
0.031	0.886
0.030	0.869
0.031	0.850
0.031	0.838
0.032	0.821
0.032	0.786
0.033	0.782
0.035	0.783
0.037	0.799
0.035	0.778
0.034	0.754
0.034	0.739
0.035	0.734
0.035	0.709
0.037	0.700
0.037	0.693
0.038	0.677
0.038	0.667
0.039	0.653
0.039	0.640
0.040	0.635
0.041	0.627
0.040	0.604
0.040	0.599
0.043	0.596
0.043	0.575
0.042	0.552
0.041	0.522
0.043	0.501
0.044	0.468
0.046	0.453
0.048	0.436
0.049	0.418
0.050	0.407
0.052	0.397
0.053	0.390
0.053	0.355
0.052	0.351
0.057	0.354
0.056	0.328
0.056	0.309
0.058	0.299
0.059	0.282
0.060	0.270
0.061	0.263
0.062	0.255
0.063	0.250
0.063	0.233
0.063	0.228
0.064	0.219
0.064	0.207
0.065	0.193
0.066	0.188
0.067	0.182
0.068	0.173
0.068	0.171
0.069	0.156
0.069	0.155
0.069	0.138
0.070	0.124
0.071	0.100
0.072	0.089
0.076	0.086
0.077	0.079
0.077	0.071
0.077	0.063
0.078	0.050
0.078	0.040
0.080	0.035
0.080	0.026
0.081	0.020
0.082	0.013
0.082	0.010
0.083	0.002
